"PSU_ID","component_tracts","n_tracts","NAME","TotHH","TotPerson","TotAdult18plus","n_BG","Q1_18_34","Q2_35_49","Q3_50_64","Q4_65plus","Si","pi1","w1_base"
"26163516600","26163516600",1,"Census Tract 5166; Wayne County; Michigan",1436,2377,1679,3,638,319,377,345,7.50185839228473,0.139280748615045,7.17974314428676
"26163516700","26163516700",1,"Census Tract 5167; Wayne County; Michigan",1881,3218,2604,3,699,502,712,691,11.608518711928,0.215525686031601,4.63981819713765
"26163516800_26163516900","26163516800,26163516900",2,"Census Tract 5168; Wayne County; Michigan | Census Tract 5169; Wayne County; Michigan",1989,2680,2422,3,377,318,772,955,10.6926862898501,0.198522189206852,5.03722029257919
"26163517000","26163517000",1,"Census Tract 5170; Wayne County; Michigan",2430,2978,2852,2,1280,485,474,613,12.7446496652687,0.236619281968945,4.22619826955288
"26163517100_26163517200","26163517100,26163517200",2,"Census Tract 5171; Wayne County; Michigan | Census Tract 5172; Wayne County; Michigan",2096,3310,3129,3,1213,640,741,535,13.9999829235942,0.2599260076945,3.84724871847119
"26163517300","26163517300",1,"Census Tract 5173; Wayne County; Michigan",1333,2131,1683,2,699,428,302,254,7.58914607272867,0.140901346184523,7.09716427187579
"26163517500","26163517500",1,"Census Tract 5175; Wayne County; Michigan",2126,2856,2528,2,780,344,655,749,11.2043946790333,0.208022652130989,4.80716878549512
"26163518000","26163518000",1,"Census Tract 5180; Wayne County; Michigan",1526,2280,2016,2,878,387,401,350,9.0216078868044,0.167496670088814,5.97026794305676
"26163518900_26163519000","26163518900,26163519000",2,"Census Tract 5189; Wayne County; Michigan | Census Tract 5190; Wayne County; Michigan",1652,3212,2341,3,714,474,610,543,10.4557400439461,0.194123005859833,5.1513729429991
"26163519100","26163519100",1,"Census Tract 5191; Wayne County; Michigan",712,1037,861,2,210,173,263,215,3.83724426834832,0.0712429142709499,14.0364836311555
"26163519200","26163519200",1,"Census Tract 5192; Wayne County; Michigan",832,1440,1164,3,276,290,350,248,5.21729494932362,0.0968651643750874,10.3236287931927
"26163519300","26163519300",1,"Census Tract 5193; Wayne County; Michigan",699,1208,1057,2,254,195,327,281,4.70097426367836,0.0872790687889504,11.4575007945846
"26163520200","26163520200",1,"Census Tract 5202; Wayne County; Michigan",1063,3650,3550,2,3241,137,96,76,15.7597554373582,0.292598236400031,3.41765559595797
"26163520300","26163520300",1,"Census Tract 5203; Wayne County; Michigan",1676,2622,2505,3,1809,312,231,153,11.1896940654173,0.207749718097518,4.81348426923303
"26163520400","26163520400",1,"Census Tract 5204; Wayne County; Michigan",1379,1940,1583,3,906,333,228,116,7.12041169722277,0.132198745934269,7.56436827696696
"26163520700","26163520700",1,"Census Tract 5207; Wayne County; Michigan",3303,3151,3067,4,1776,466,412,413,13.7071589799261,0.25448938973215,3.92943690521833
"26163520800_26163521100","26163520800,26163521100",2,"Census Tract 5208; Wayne County; Michigan | Census Tract 5211; Wayne County; Michigan",1920,2786,2444,3,832,567,574,471,10.9657539440203,0.203592008617798,4.91178414511001
"26163521400","26163521400",1,"Census Tract 5214; Wayne County; Michigan",978,1403,1211,2,604,289,192,126,5.45871966950731,0.101347495819246,9.86704202128
"26163521500","26163521500",1,"Census Tract 5215; Wayne County; Michigan",705,1354,1031,2,413,224,254,140,4.61902348937663,0.0857575571051167,11.660779921404
"26163521800_26163521900","26163521800,26163521900",2,"Census Tract 5218; Wayne County; Michigan | Census Tract 5219; Wayne County; Michigan",2431,4409,3588,6,1407,643,737,801,16.0225471384131,0.29747727075909,3.36160136688172
"26163522000","26163522000",1,"Census Tract 5220; Wayne County; Michigan",915,1789,1341,2,463,300,372,206,6.00343719612701,0.111460811870287,8.97176310866779
"26163522300","26163522300",1,"Census Tract 5223; Wayne County; Michigan",1005,1193,982,3,257,192,368,165,4.36511791322,0.0810435040164846,12.3390518726411
"26163522400_26163522500","26163522400,26163522500",2,"Census Tract 5224; Wayne County; Michigan | Census Tract 5225; Wayne County; Michigan",1873,2366,1795,3,525,388,551,331,8.01745615951055,0.148853422377765,6.71801819552507
"26163522800","26163522800",1,"Census Tract 5228; Wayne County; Michigan",648,1186,913,2,293,242,248,130,4.10678638787164,0.0762472780202181,13.1152222868184
"26163523100_26163523200","26163523100,26163523200",2,"Census Tract 5231; Wayne County; Michigan | Census Tract 5232; Wayne County; Michigan",1732,4583,3200,4,1291,924,659,326,14.4738436940873,0.268723785445338,3.72129321690957
"26163523300","26163523300",1,"Census Tract 5233; Wayne County; Michigan",1057,2914,2023,3,801,589,421,212,9.15145629901498,0.169907457271596,5.88555685582127
"26163523400","26163523400",1,"Census Tract 5234; Wayne County; Michigan",1260,2196,1669,2,627,447,373,222,7.52478510870218,0.139706409839095,7.15786771094995
"26163523800","26163523800",1,"Census Tract 5238; Wayne County; Michigan",1270,3759,2544,4,1063,729,522,230,11.5056414013041,0.213615648799503,4.68130497751402
"26163524001","26163524001",1,"Census Tract 5240.01; Wayne County; Michigan",1013,2553,1797,3,666,550,367,214,8.14205943257195,0.151166827436133,6.61520795905101
"26163524101","26163524101",1,"Census Tract 5241.01; Wayne County; Michigan",1519,3730,2583,2,897,714,607,365,11.6499176004184,0.216294304669711,4.62333024222267
"26163524200","26163524200",1,"Census Tract 5242; Wayne County; Michigan",1463,4366,2884,3,1122,901,577,284,13.0806488632345,0.242857498871954,4.11764102259509
"26163524300","26163524300",1,"Census Tract 5243; Wayne County; Michigan",880,2626,1776,3,672,555,382,167,8.0507995439223,0.149472481189512,6.69019469029972
"26163524500","26163524500",1,"Census Tract 5245; Wayne County; Michigan",39,83,71,3,20,17,21,13,0.318062615460086,0.00590520333378998,169.342179003038
"26163524600_26163524700","26163524600,26163524700",2,"Census Tract 5246; Wayne County; Michigan | Census Tract 5247; Wayne County; Michigan",2524,5169,3970,4,1071,911,1158,830,17.7642125798665,0.329813320553373,3.03201822874274
"26163524800","26163524800",1,"Census Tract 5248; Wayne County; Michigan",1174,2586,1958,2,536,466,527,429,8.77640653119883,0.162944221004292,6.13706944521621
"26163525400","26163525400",1,"Census Tract 5254; Wayne County; Michigan",844,1795,1312,2,413,288,395,216,5.86473481531324,0.108885640436192,9.1839474516018
"26163525700","26163525700",1,"Census Tract 5257; Wayne County; Michigan",1483,4403,2906,4,1057,956,606,287,13.1989440480797,0.245053786917026,4.0807367744886
"26163525800","26163525800",1,"Census Tract 5258; Wayne County; Michigan",640,1781,1140,2,460,352,233,95,5.16844554410951,0.0959582182063064,10.4212022554445
"26163525900","26163525900",1,"Census Tract 5259; Wayne County; Michigan",962,2610,1771,3,634,547,382,208,8.02307531349665,0.148957748523746,6.71331306971643
"26163526000","26163526000",1,"Census Tract 5260; Wayne County; Michigan",965,3043,1948,2,834,538,383,193,8.80277341424328,0.163433752933188,6.11868712583993
"26163526100","26163526100",1,"Census Tract 5261; Wayne County; Michigan",747,2753,1679,2,741,468,284,186,7.59674223465435,0.141042377788199,7.09006764975053
"26163526200","26163526200",1,"Census Tract 5262; Wayne County; Michigan",875,3026,1869,3,810,580,300,179,8.48875191364331,0.157603577608929,6.34503362913094
"26163526300","26163526300",1,"Census Tract 5263; Wayne County; Michigan",1106,3345,2104,3,827,685,390,202,9.56193802382424,0.177528529136006,5.63289745522475
"26163526400","26163526400",1,"Census Tract 5264; Wayne County; Michigan",508,1417,964,2,363,265,205,131,4.35127798653202,0.0807865496394383,12.3782981754158
"26163526500","26163526500",1,"Census Tract 5265; Wayne County; Michigan",969,1796,1312,2,451,315,314,232,5.89160261279341,0.10938447242568,9.14206539396568
"26163527900","26163527900",1,"Census Tract 5279; Wayne County; Michigan",1452,1835,1386,4,421,368,357,240,6.2363840916097,0.115785742613281,8.63664193388608
"26163530100","26163530100",1,"Census Tract 5301; Wayne County; Michigan",1389,2336,1867,2,535,407,574,351,8.34023763817216,0.154846236909334,6.45801938722942
"26163530200","26163530200",1,"Census Tract 5302; Wayne County; Michigan",1583,3546,2903,3,1364,482,627,430,12.9491874681427,0.240416764781159,4.15944370980225
"26163530300","26163530300",1,"Census Tract 5303; Wayne County; Michigan",780,1341,1026,3,303,265,275,183,4.61082940681126,0.0856054244075584,11.6815027426195
"26163530400","26163530400",1,"Census Tract 5304; Wayne County; Michigan",782,1283,901,2,329,184,245,143,4.02593115949148,0.0747461064238826,13.3786232867975
"26163530500","26163530500",1,"Census Tract 5305; Wayne County; Michigan",1177,2253,1713,2,571,387,436,319,7.67530926855257,0.142501066385822,7.01749134488931
"26163530800","26163530800",1,"Census Tract 5308; Wayne County; Michigan",1011,1394,1092,2,333,231,310,218,4.87890536757781,0.0905825672098889,11.0396517873345
"26163530900","26163530900",1,"Census Tract 5309; Wayne County; Michigan",1273,1698,1281,3,373,269,360,279,5.72204266341257,0.106236394249587,9.41297007549642
"26163531100_26163531200","26163531100,26163531200",2,"Census Tract 5311; Wayne County; Michigan | Census Tract 5312; Wayne County; Michigan",1908,3188,2578,3,824,589,715,450,11.5448453170415,0.214343515209,4.66540823045163
"26163531300_26163531400","26163531300,26163531400",2,"Census Tract 5313; Wayne County; Michigan | Census Tract 5314; Wayne County; Michigan",1558,2671,2047,3,614,443,582,408,9.15034983432206,0.169886914464376,5.88626854018056
"26163531501","26163531501",1,"Census Tract 5315.01; Wayne County; Michigan",860,1276,982,2,325,259,244,154,4.42004444561374,0.0820632791376063,12.1857182714228
"26163531502_26163531600","26163531502,26163531600",2,"Census Tract 5315.02; Wayne County; Michigan | Census Tract 5316; Wayne County; Michigan",1640,2453,1870,3,579,434,552,305,8.37238390239032,0.155443069788783,6.43322343903018
"26163531700","26163531700",1,"Census Tract 5317; Wayne County; Michigan",1005,1645,1247,2,369,246,373,259,5.55905253999556,0.103210292553275,9.68895616184614
"26163531800","26163531800",1,"Census Tract 5318; Wayne County; Michigan",960,1500,1127,2,349,255,322,201,5.04387205633802,0.0936453661465762,10.6785849759482
"26163531900_26163532100","26163531900,26163532100",2,"Census Tract 5319; Wayne County; Michigan | Census Tract 5321; Wayne County; Michigan",1687,3028,2437,3,769,584,618,466,10.9351454295826,0.203023725856122,4.92553269714239
"26163532400_26163532600","26163532400,26163532600",2,"Census Tract 5324; Wayne County; Michigan | Census Tract 5326; Wayne County; Michigan",2449,3637,2988,3,1069,633,792,494,13.3650075942107,0.248136950289794,4.03003260430227
"26163532700_26163533000","26163532700,26163533000",2,"Census Tract 5327; Wayne County; Michigan | Census Tract 5330; Wayne County; Michigan",1293,1984,1537,3,465,326,433,313,6.86785392868988,0.127509716465787,7.84253959397926
"26163533100","26163533100",1,"Census Tract 5331; Wayne County; Michigan",977,1388,1055,2,311,207,244,293,4.71235476753797,0.0874903611133715,11.4298305238926
